,Content,Polarity
4452,fras resum rajoy reform agrad español acuerd #congresopp,1
4454,feliz cumpl soniachaconp -,0
4456,crisis exig presupuest q incentiv emple pued ser coart suprim derech laboral,1
4457,gran discurs javierarenas_pp hoy congres partidopopul cad dia mayor capac lleg gent convenc,0
4458,march reform laboral cierr congres dl pp goy cont minut informativost esper,1
4459,carl florian vicesecretari organiz pp c_florian congres ppcongres centr problem ciudadan,1
4461,felic amig _danielmartin_ abraz crack,0
4463,protest sindicat {link},1
4464,inform aytos organ d alert amarill aemet x baj temperatur - c sierr - c rest proxim madrug via cmadr,1
4465,m cardenal bcn'los niñ estudi religion sient atraid sectas'su eminent expert gust infantil,1
4466,mal arbitr,1
4467,respuest masiv call ataqu brutal derech polit econom trabaj va marc despues,1
4468,otrooo tripl llull maaat ndong ahi armas,0
4469,entiend faltabegic equivocadoy rmd pued pas mal final,1
4470,hermanntertsch alud generaliz injust imperfect compañer nunc tan plural rtve,1
4472,amig danimelli taperi plaz medin invit sandramoti pon nombr pinchoahor mism va fot,0
4473,aceitun fres danimelli explosion boc brutal,0
4474,pedaz mvp sergi llull aquel chic menorquin debut met cuatr tripl equip nba carroll,0
4475,sanchez_soni asunt discrep dat cant iguald forz aun poc,1
4476,gan baloncestogrand sergi llull cos cambi hal madr,0
4477,victori barr,0
4478,gran victori real madr baloncest frent barcelon final cop rey #halamadr,0
4479,q pen gent q expres insult gratuit q buen recib tweets gent verdadgraci twitter,0
4480,aplic medi facebook lleg public jov {link} medi amig +facil cre lector,0
4481,moder humild sencillez transparent particip respet demas respir #congresopp -,0
4486,voy goy entreg premi actor revelaciony hac observ suel vot academicosm inclu,0
4490,recien lleg sevill encuentr {link} fascistasterroristaspayas abraz coleg,1
4491,espectacul silvi abascal despues enfermed bien #premiosgoy,0
4492,rt jaj “currosant rafam_simanc pas va acab pelicul doctor zhivag gal goya”,1
4493,xq q ser tan mal habl mund cin esfuerz dec palabrot cad palabrasimagin #premiosgoy,1
4494,pedr compr #premiosgoy,1
4495,barç - valenci mejor part porter valenci alves,0
4497,buen gol igual sol fin cicl,0
4498,mas tranquil “marialumbrer langui raper famos chic talent luchadortien dos goy ”,0
4499,sex-appeal par {link},0
4501,enhorabuen kikemaill -,0
4502,gal merec vist premi santiagosegur merec,1
4504,perr the artist dop dic,1
4505,si ojo {link},0
4506,siempr val pen grand rt lou_palaci alejandrosanz si besaz toovali pen {link},0
4507,besaz chic rt chile_paradis alejandrosanz mir fot celebr junt {link} hac año ♥,0
4508,camin bcn q hoy grab tsqv,0
4510,#fuengirol denunci recort junt program servici social {link},1
4512,injust debilit trabaj mal pq lej cre destru emple innecesari contraproducent pq aument recesion,1
4513,aznar 'ha lleg tiemp javierarenas_pp {link} #arenaspresident,0
4514,reform feroz da pat puert abri gobiern zapater desp libr degrad emple dictadur patronal,1
4515,liber sindical cuest pais millon {link},1
4517,bdi buen seman unas palabr dia despues #f bocadill pancart cop pur semanaldigital {link},0
4518,mare zombi column hoy larazon_ prim toqu cornet camar #tox #mendez {link} #f,0
4520,“egpand david_bust slds chile”abrazoooo,0
4521,esperanzaon #andaluci asunt judicial pendient #malag #elcambioandaluz,1
4523,increibl audienci gal goy sobresalient pedaz present mrs eva h bravo#hayquelidiaresetor,0
4524,ahernandover buen articul señor,0
4525,aun se si agallego_pp larg bloqu algui pued verl,1
4526,parec estupend premi recib documental persecu juez garzon enhorabuen,0
4527,recort hac pes “el_pais campus excelent via muert {link} wert paraliz credit,1
4528,asunt arregl ssantiagosegur,0
4529,prepar empez mañan previ gre madr gran via teatr arteri coliseum {link},0
4530,- rt minipunk mariviromer esperanzaon mujer hombr gust,0
4531,pp sal fuert unid cohesion hac frent sal crisis tras #congresopp {link},0
4533,graci pas genial otramov -,0
4534,mand vide brutal policial deleg gobiern valenci psanchezdeleon #ieslluisviv,1
4535,imagen testimoni muestr extrem durez carg policial estudi valenci {link},1
4536,fot carg policial valenci tremend {link},1
4537,inhabilit sig siend moral gran juez mañan rehabilit,0
4539,#andaluci mas dictamin dependent cuid entorn famili hac impos respir famili,1
4540,tremend narracion period radi nacional valenci cont com golp {link},1
4541,respuest policial valenci obedec agres manifest dic respons polic com valencian,1
4542,glups rt eltopoerudit mied nostalgi aun,1
4543,nuev president aleman superm {link},1
4545,incident valenci polic deb manten orden med uso fuerz vien tiemp tension call,1
4546,rt pphortalez mdcospedal “hay pon diqu contencion sangr paro” {link},1
4547,result inquiet siniestr ambient crispacion continu #queestapas,1
4549,solucion grieg convenc millon devolv deud sol mejor situacion,1
4551,dese felic buen noch buen noch buen noch #minumeroesel,0
4553,alexdelaiglesi juandiegobott insomn veo lar,1
4554,ministr econom zon eur aprob º rescat evit greci quiebr destin millon eur,1
4556,period local siempr busc maner veng señal mediocr period local,1
4557,bienven acuerd greci fin,0
4559,abog urdangarin si comet error ciudadan calif error administr,1
4561,hoy present sumaconspicu nuev sell literari edit primer novel {link},0
4562,leer ton peli miedoy estooooooy aquiiiiiiiiii fin prom nuev program anumeroun {link},0
4563,ceo insaci consider insuficient excepcion laboral va prestacion desemple derech huelg,1
4564,ayer otramov m part d ris david_bust moment n q s sub coch s genuin felic flofdez {link},0
4566,#gallardon polic actu oblig x violenci provocadadesd q ministr quit caret ideolog {link},1
4567,gallardon valenci viol ley deb ten igual reproch menor - {link} ep,1
4568,rt cesarxg si q busc parais terrenal #qro viaj xq # paurubi cont {link},0
4569,hoy habl exces valenci ayer carg proporcionada#primaveraestudiantil,1
4570,ministr interior asegur deten noch form part com legal #et tregu,1
4571,acus pp crisp ahor escrib cos asi flip sobreviv hac falt exces {link},1
4572,polic llam enemig estudi ceo insinu trabaj gobiern sindicat antisistem,1
4573,esperanzaon llev personal presenci red social direct cercan espontane {link},0
4574,- rt isajom presentc nuev web esperanzaon {link} mariviromer anagp,0
4575,petit vec graci cul colegaa asi pon durit,1
4576,ros denunci intent pp pso aisl upyd amaiur {link},1
4578,acab present nuev herramient coordin distrit lipasam #sevillahoy limpi,0
4579,apuest ppandaluz justici antoniosanz {link} #elcambioandaluz,0
4580,racist llam fininsist gust ser conscient q nac aqu inclus cd mal compar pais olvid,1
4581,qued prohib defend twitt respet ley hac atac insult #ydicendefenderderech,1
4582,lazaroelmund jfernandezarc lazaroelmund,0
4584,definit pas creacion emple #sevillahoy priorid gobiern,0
4585,comunid sup protest valenci {link} palabr ministr dic polit cobard moral miser,1
4586,sextanotici busc estudi agred polic valenci {link} #ayud,1
4588,lleg moment - #quegan - #chatidiet mariaroj - {link},0
4589,rajoy cart firm parec buen cart ningun frent nadi nadi vist h_tve,0
4590,diput erc izquierd plural exhib pancart dimision plen congres diput,1
4591,polic anditisturbi defend peligr antisistem quer golp gaf dentr vide {link},1
4594,comit empres denunci manipul canal protest estudi {link} via kuau,1
4596,iescol indign chaval dad hoy polic repres leccion urban cuand destitu,1
4597,q ped yogur gratis “jorgevalin salv grieg cuest cad español € {link} #let”,1
4598,pso sig lios griñan plant telediarioint,1
4599,rt peopleenespanol hij paulin rubi paurubi asist prim conciert mami {link} betoborg,0
4601,avion camin tenerif junt pastorasol chelu_sanchez igorbustam - lueg,0
4602,ojal pued ir pront bes rosarin rt julidecastell alejandrosanz bes enorm #rosari argentin {link},0
4603,miss u guys back viv argentin rt vemariaramon alejandrosanz venis argentin we miss u,0
4605,ver peli nuev watching pianist {link},0
4607,muakkkkk rt begochacon mariviromer bes mas grand ser tweeter mayor,0
4608,mil graci - rt ppoj mariviromer graci red social mism,0
4609,cen josecorbach christiang_ mercheoficial manuelbuen compañi cen bien agustom falt jessica_buen,0
4612,campeon dorrib mantien q pag exministr jos blanco cambi d favor ministerioshoy toc declar prim polit d blanc,1
4618,embaj eeuu kabul bloqu viaj suspend violenci desat x quem coranesmanifest gritaronmuert amer,1
4619,hoy interpel gobiern desahuci inhuman dacion pag,1
4621,rt otiarmi dia intent iguald salarial hombr mujer #stopdiscriminacionsalarial,0
4623,gust {link},0
4624,hoy #torremolin eliasbendod javierarenas_pp jmsori present #libroblancodetur #andaluci,0
4626,rajoy rubalc legisl laboral hac años tiemp cambiadol reform buen just necesari,0
4627,nuev cortin d hum dl gobiern maseurovegasel nuev bienven mr marshallmientrassig crec par fug d empres,1
4628,ahor dña soray portavoz pso resalt obvi gobiern present presupuest despues eleccion,1
4629,veng caf todosrt rumbi buenafuent buen dias caf reci hech,0
4630,wert sal fras magistral dia hor arranc ver problem emigr investig {link} sig,1
4631,reunion coordiongd sid fructifer graci ret cooper años requier unid actor,0
4632,imprescind {link} via guardi,0
4633,puñ hierr decretaz ciudadan guant sed codig buen practic banc dic coscubiel,1
4634,#libroblancodetur javierarenas_pp gran notici gobiern vay abrir line ico especial ayunt cca,0
4635,deficits propi alemani urge hac reform xo aplic cuent pen dic economist {link},1
4636,#libroblancodetur javierarenas_pp preocup situacion esper,1
4638,rt mpedro_ albert_river supuest todasy quis #clm mas aport magnif señal,0
4639,n pelu d creador d l pel lejios aburr irreverent lleg fuerzavazquez ver l quit mech berenjen,1
4641,ja ja ismajuarez buenafuent das perfil anunci kalis rumbian”,0
4642,javierarenas_pp llam regener #andaluc frent corrupcion sectar {link} #elcambioandaluz,1
4643,correct alexielpr buenafuent cualqui cos tal pag taxi”,1
4645,serio“victornovelun salud ex concurs jueg d euromillon q recuerd amabl q consegui novi x concurs,0
4647,“fredens pilarggranj buen telediari hoy enhorabuen equipo”,0
4650,penultim disparat ministr wert ofend -m ignor simplez {link},1
4651,pais estren port nuev hom aqu {link},0
4652,blog junt par {link},1
4655,pais estren pagin web tras mes transform redaccion pued verl aqu {link},0
4656,vide explic detall com mov nuev web pais explot fond funcional {link},0
4657,pp cambi ley cost legaliz cas anterior {link},0
4658,brusel liger flexibl objet deficit españ {link},1
4660,articul esd dudos ascens sanchez leon estall ministr interior {link} via semanaldigital,1
4662,insolit ministr exterior margall hombr extrem centr felicit ton moder tod oposicion,0
4663,abraz rt asanzquot pid estacion radi pais apoy #positivegeneration {link},0
4664,¡¡graci segu anoch minut,0
4665,camps vuelt hoy corts valencian tras siet mes hac aplic reform laboral absent,1
4667,tuit cuestion este ven hic terribl inform hor manifest convoc {link},1
4668,{link} ahi dej ver is gust,0
4669,impresion carlos_latr yes we spain is different perd casi dos hor par reir enorm,0
4670,sanchez_soni men mal especific -,0
4672,nuev pas genial el_hormiguer graci atencion cuid bes equip,0
4673,port 'publico' juev bonif banc desahuci diccionari biograf altern {link},1
4675,buen noch followercet {link},0
4676,dificultad cgpj reun apoy design sustitut gomez bermudez audienci nacional {link},1
4677,gust mor padr durm chill pasajeros#chistesdepilot,1
4679,rt _jafet omg d #mevoy paurubi feat espinozaoficial encuentr lug top pop cont {link},0
4682,“tttatitasanz david_bust suen chil festival viñ quis vert lar ”y quiet ir,0
4684,turist español rescat colombi encall veler viaj,0
4686,“vertel audienci cul air sub ampli liderazg val sig segund {link} ouygrrrrrr,0
4687,aqu teneis enferm unid salud mental clinic pasill #andaluciaimpar {link},1
4688,f trabaj normal congres deb ser ver sara autobomb organiz bon año pas,0
4689,guardi civil implic exconsejer jos antoni vier ere andaluc ahor diput {link},1
4690,comprend abrum cariñ d amig d graci d corazon,0
4691,muert her grav accident trafic avil parec aunhay person atrapadashay autobus escol implic,1
4692,la_s mir enferm mental clinic #malag pasill #sonperson {link},1
4693,elconfidencial mir enferm salud mental clinic #malag pasillosandaluci impar {link},1
4694,bosch-erc sube tribun dec vet pp comision secret oficial caz bruj q ctra dic,1
4695,bosch-erc termin intervencion tribun march posibl territori usted pudr,1
4697,grup mixt pid q repit votacion joan tardà tb erc candidat peticion deneg,1
4699,uy rt psoedeandaluci med rajoy #m elig algui defiend trag {link},1
4700,period correg abraz,0
4701,pauladelasher junt text eta upyd impid vot demas grup plant injustici,1
4702,rajoy establec calendari oficial proxim seman presupuest realist {link},1
4703,reaccion alfredbosch vet comision secret oficial golp democraci dign conmemor f pp pudr españ,1
4705,oleeee rosit - rt rosarojop aqui gemmadelcorral mariviromer,0
4706,present ahor mocion #plenomlg solicit hag centr salud gamarr promet x junt,1
4708,pap favor lean articul val {link},0
4709,segun agenci europe d medi ambienteespañ lid europe contamin atmosfer asi alergi,1
4711,+rt ang_guill todav q oir #parlament q prat ser hub internacional merc + surreal,1
4713,trist ten joven encapuch x valenci cuy profesion fascism violenci intoler intereconomi,1
4714,lleg twitt martorrescas - gran compañer amig,0
4715,mañan #losdesayunosdetv ampli foc fion ortiz respons reuters españ mathieu taillac d le_figar,0
4716,felic pod compart unas ris idol {link},0
4718,junt andaluci sol ejecut % vpo promet {link},1
4719,pepegrin pelicul - youtub {link} #griñanlapelicul nomin oscars,0
4720,alemani aisl ministerial g resistent ampli fond rescatespiegel {link},1
4721,aqu pued ver moment d agresion reporter intereconomi {link} via elconfidencial,1
4722,mund arab cad dia men segur cont telediarioint,1
4723,rt borja_semp anton damborene pp denunci parlament vasc incoherent upyd firm bildu inici parlamentari,1
4725,cre dam voz quiereper justif agresion “vicurr tv manipulais contais verdad”,1
4726,ciert felic virginiapalons fundeu emenesesm premi iredesburg,0
